,dms_id,protein_name,uniprot_id,dms_name,offset,protein_properties,dms_assay,Ascan_id,ascan_assay,dmsa_id,assumed_compatibility,reason,note
443,urn:mavedb:00000086-g-1,TEM-1,P62593,TEM1-Stiffler-0,0,"TEM-1, as known as beta-lactamase, is an enzyme that can help host bacteria resist penicillin antibiotics lik ampicillin (Amp)",TEM-1 variant enrichment result without Amp.,,,urn:mavedb:00000086-g-1@nan,,,
181,urn:mavedb:00000059-a-1,TP53,P04637,TP53-growth,101,It is a tumor suppressor with multiple functions including transcription factor and DNA damage repairing.,Functioning TP53 will suppress human cell growth.,tp53_chen_aspp2,"TP53 binds to its transcription cofactor ASPP2, and their binding affinity is determined by immunoprecipitation and quantified from western blot.",urn:mavedb:00000059-a-1@tp53_chen_aspp2,Medium,"One assay measures protein general property, but the other measures a specific one.",
180,urn:mavedb:00000059-a-1,TP53,P04637,TP53-growth,101,It is a tumor suppressor with multiple functions including transcription factor and DNA damage repairing.,Functioning TP53 will suppress human cell growth.,tp53_chen_iaspp,"TP53 binds to its inhibitory transcription cofactor iASPP, and their binding affinity is determined by immunoprecipitation and quantified from western blot.",urn:mavedb:00000059-a-1@tp53_chen_iaspp,Medium,"One assay measures protein general property, but the other measures a specific one.",
179,urn:mavedb:00000059-a-1,TP53,P04637,TP53-growth,101,It is a tumor suppressor with multiple functions including transcription factor and DNA damage repairing.,Functioning TP53 will suppress human cell growth.,tp53_ecsedi_bind,TP53 binds a metastasis-associated protein S100A4. The binding affinity is determined with titration and calculated as dissociation constant.,urn:mavedb:00000059-a-1@tp53_ecsedi_bind,Medium,"One assay measures protein general property, but the other measures a specific one.",
184,urn:mavedb:00000068-b-1,TP53,P04637,TP53-null-nultlin,0,It is a tumor suppressor with multiple functions including transcription factor and DNA damage repairing.,"Nutlin interrupts the interaction of p53 and its negative regulator, making the activation of p53 and suppressing human cell growth.",tp53_chen_aspp2,"TP53 binds to its transcription cofactor ASPP2, and their binding affinity is determined by immunoprecipitation and quantified from western blot.",urn:mavedb:00000068-b-1@tp53_chen_aspp2,Medium,"One assay measures protein general property, but the other measures a specific one.",
183,urn:mavedb:00000068-b-1,TP53,P04637,TP53-null-nultlin,0,It is a tumor suppressor with multiple functions including transcription factor and DNA damage repairing.,"Nutlin interrupts the interaction of p53 and its negative regulator, making the activation of p53 and suppressing human cell growth.",tp53_chen_iaspp,"TP53 binds to its inhibitory transcription cofactor iASPP, and their binding affinity is determined by immunoprecipitation and quantified from western blot.",urn:mavedb:00000068-b-1@tp53_chen_iaspp,Medium,"One assay measures protein general property, but the other measures a specific one.",
182,urn:mavedb:00000068-b-1,TP53,P04637,TP53-null-nultlin,0,It is a tumor suppressor with multiple functions including transcription factor and DNA damage repairing.,"Nutlin interrupts the interaction of p53 and its negative regulator, making the activation of p53 and suppressing human cell growth.",tp53_ecsedi_bind,TP53 binds a metastasis-associated protein S100A4. The binding affinity is determined with titration and calculated as dissociation constant.,urn:mavedb:00000068-b-1@tp53_ecsedi_bind,Medium,"One assay measures protein general property, but the other measures a specific one.",
187,urn:mavedb:00000068-c-1,TP53,P04637,TP53-null-etop,0,It is a tumor suppressor with multiple functions including transcription factor and DNA damage repairing.,Functioning TP53 helps cell tolerate DNA damage caused by etoposide and keep surviving.,tp53_chen_aspp2,"TP53 binds to its transcription cofactor ASPP2, and their binding affinity is determined by immunoprecipitation and quantified from western blot.",urn:mavedb:00000068-c-1@tp53_chen_aspp2,Medium,"One assay measures protein general property, but the other measures a specific one.",
186,urn:mavedb:00000068-c-1,TP53,P04637,TP53-null-etop,0,It is a tumor suppressor with multiple functions including transcription factor and DNA damage repairing.,Functioning TP53 helps cell tolerate DNA damage caused by etoposide and keep surviving.,tp53_chen_iaspp,"TP53 binds to its inhibitory transcription cofactor iASPP, and their binding affinity is determined by immunoprecipitation and quantified from western blot.",urn:mavedb:00000068-c-1@tp53_chen_iaspp,Medium,"One assay measures protein general property, but the other measures a specific one.",
185,urn:mavedb:00000068-c-1,TP53,P04637,TP53-null-etop,0,It is a tumor suppressor with multiple functions including transcription factor and DNA damage repairing.,Functioning TP53 helps cell tolerate DNA damage caused by etoposide and keep surviving.,tp53_ecsedi_bind,TP53 binds a metastasis-associated protein S100A4. The binding affinity is determined with titration and calculated as dissociation constant.,urn:mavedb:00000068-c-1@tp53_ecsedi_bind,Medium,"One assay measures protein general property, but the other measures a specific one.",
290,urn:mavedb:00000001-d-1,TPK1,Q9H3S4,TPK1,0,,Functioning TPK1 mutants will rescue TPK1 deficient yeast under high temperature condition.,,,urn:mavedb:00000001-d-1@nan,,,
385,urn:mavedb:00000013-b-1,TPMT,P51580,TPMT-VAMP_Seq,0,,VAMP-seq.,,,urn:mavedb:00000013-b-1@nan,,,
266,urn:mavedb:00000001-a-2,UBE2I,P63279,UBE2I_BarSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_bret,The assay measures the relative distance between UBE2I and SUMO E3 PIAS1 by BRET.,urn:mavedb:00000001-a-2@ube2i_bret,Medium,"One assay measures protein general property, but the other measures a specific one.",
265,urn:mavedb:00000001-a-2,UBE2I,P63279,UBE2I_BarSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_ikba,The assay measures substrate sumolation amount by western blot.,urn:mavedb:00000001-a-2@ube2i_ikba,Medium,"One assay measures protein general property, but the other measures a specific one.",
269,urn:mavedb:00000001-a-2,UBE2I,P63279,UBE2I_BarSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_back1,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-2@ube2i_luciferase_back1,Medium,"One assay measures protein general property, but the other measures a specific one.",
270,urn:mavedb:00000001-a-2,UBE2I,P63279,UBE2I_BarSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_back2,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-2@ube2i_luciferase_back2,Medium,"One assay measures protein general property, but the other measures a specific one.",
271,urn:mavedb:00000001-a-2,UBE2I,P63279,UBE2I_BarSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_back4,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-2@ube2i_luciferase_back4,Medium,"One assay measures protein general property, but the other measures a specific one.",
267,urn:mavedb:00000001-a-2,UBE2I,P63279,UBE2I_BarSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_front2,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-2@ube2i_luciferase_front2,Medium,"One assay measures protein general property, but the other measures a specific one.",
268,urn:mavedb:00000001-a-2,UBE2I,P63279,UBE2I_BarSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_front4,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-2@ube2i_luciferase_front4,Medium,"One assay measures protein general property, but the other measures a specific one.",
264,urn:mavedb:00000001-a-2,UBE2I,P63279,UBE2I_BarSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_p53,The assay measures substrate sumolation amount by western blot.,urn:mavedb:00000001-a-2@ube2i_p53,Medium,"One assay measures protein general property, but the other measures a specific one.",
263,urn:mavedb:00000001-a-2,UBE2I,P63279,UBE2I_BarSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_rangap1,The assay measures substrate sumolation amount by western blot.,urn:mavedb:00000001-a-2@ube2i_rangap1,Medium,"One assay measures protein general property, but the other measures a specific one.",
275,urn:mavedb:00000001-a-3,UBE2I,P63279,UBE2I_TileSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_bret,The assay measures the relative distance between UBE2I and SUMO E3 PIAS1 by BRET.,urn:mavedb:00000001-a-3@ube2i_bret,Medium,"One assay measures protein general property, but the other measures a specific one.",
274,urn:mavedb:00000001-a-3,UBE2I,P63279,UBE2I_TileSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_ikba,The assay measures substrate sumolation amount by western blot.,urn:mavedb:00000001-a-3@ube2i_ikba,Medium,"One assay measures protein general property, but the other measures a specific one.",
278,urn:mavedb:00000001-a-3,UBE2I,P63279,UBE2I_TileSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_back1,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-3@ube2i_luciferase_back1,Medium,"One assay measures protein general property, but the other measures a specific one.",
279,urn:mavedb:00000001-a-3,UBE2I,P63279,UBE2I_TileSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_back2,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-3@ube2i_luciferase_back2,Medium,"One assay measures protein general property, but the other measures a specific one.",
280,urn:mavedb:00000001-a-3,UBE2I,P63279,UBE2I_TileSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_back4,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-3@ube2i_luciferase_back4,Medium,"One assay measures protein general property, but the other measures a specific one.",
276,urn:mavedb:00000001-a-3,UBE2I,P63279,UBE2I_TileSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_front2,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-3@ube2i_luciferase_front2,Medium,"One assay measures protein general property, but the other measures a specific one.",
277,urn:mavedb:00000001-a-3,UBE2I,P63279,UBE2I_TileSeq,0,It catalyze the formation of poly-SUMO chains and their conjugation to other proteins. ,Functioning UBE2I will rescue UBE2I deficient yeast under high temperature condition.,ube2i_luciferase_front4,UBE2I inhibits transcription through sumolyation reducing luciferase expression.,urn:mavedb:00000001-a-3@ube2i_luciferase_front4,Medium,"One assay measures protein general property, but the other measures a specific one.",
